Title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Musical,Mystery,Romance,Scifi,Short Film,Thriller,Western
A Case of Rape,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
The World in His Arms,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Diplomacy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Castle in the Air,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Clerks II,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoney Cronies,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
High Schools,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Sin Ship,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ride, Rise, Roar",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lillian Russell,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
Fast Getaway,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Insomnia Is Good for You,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Stallion Road,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Hospital Massacre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tall in the Trap,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
Legend of the Werewolf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Apartment Complex,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
The Butterfly Effect 2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Roadracers,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Inseminoid,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Body Snatchers,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
Americas in Transition,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Animalicious: Revenge of the Animals,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Necrosis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bombil and Beatrice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Recess Ends,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Poetry in Motion,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Love Me Tonight,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Shiloh,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Worst of Faces of Death,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Daughter of the Mind,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Head Above Water,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Deduce, You Say",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Mickey's Medicine Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Death on the Nile,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Danger Zone,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Premonition,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
The Valiant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Touch And Go,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Divine Horsemen: The Living Gods of Haiti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Valiant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Local Hero,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Visitor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Guilt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Halloween,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Fireball Jungle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V/H/S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Each Dawn I Die,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Down Periscope,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Festival,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Upside of Anger,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Doctor Sleep,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
Night of the Lepus,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Who Goes Next?,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Lady Takes a Chance,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
Nobody's Perfect,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lion in Winter,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
The Love Letter,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Juwanna Mann,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Barber of Seville,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sailor from Gibraltar,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Rhubarb Rhubarb,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Defending Your Life,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Red Wagon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Bell Hop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Trinity,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Inspector Hornleigh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Heavenly Kid,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
The Reunion,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Flypaper,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Diamonds,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Redskin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Clean Pastures,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Legionnaire,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Life at the Top,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bye Bye Blackboard,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
The Runaway Bride,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Auntie Mame,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Zoey 101: Goodbye Zoey?,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
Carry On Spaceman,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Cry,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
The Quiet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Brief Ecstasy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Underworld Story,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Forest of Bliss,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lassiter,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
The Day After,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
The London Rock and Roll Show,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Larry the Cable Guy: Health Inspector,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheaper by the Dozen,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Blackbird,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A Man of Mayfair,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
St Helens,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Codename: Kids Next Door: Operation Z.E.R.O.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Videodrome,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Monster in the Closet,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Four Skulls of Jonathan Drake,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Timber Queen,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
I Died a Thousand Times,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
Above and Beyond,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Big Shots,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoom and Bored,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Otley,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
THINGS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Revenge of the Stepford Wives,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Out of the Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Real Cancun,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Piece of the Action,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Putting It Together,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blood Simple,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
The Con Artist,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Irina Palm,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Sleeping with Strangers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amphibious Fighters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
After the Sunset,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
The Elizabeth Smart Story,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
What the Deaf Man Heard,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Dirty Duck,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Fool,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
The Village,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Diary of the Dead,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Doctors' Wives,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Final Flight of the Osiris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zero Tolerance,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
A Mother's Prayer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Devil and Daniel Johnston,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Lightness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Analyze That,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Faces West,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cedar Boys,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Generation on the Wind,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Contender,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Sundowner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
How I Married My High School Crush,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Oh, Daddy!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Recording of Mr. Beast,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Batman: Under the Red Hood,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Montana Sky,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Larger Than Life,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Song of Songs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Boat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The 39 Steps,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Black Narcissus,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Highwaymen,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Joke's on You,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
State Secret,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"Big Girl, Little Girl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Colleen,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Adventures of Bullwhip Griffin,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Normal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Last Page,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My Favorite Spy,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Window on Washington Park,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Born Yesterday,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
No Reservations,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
The Pink Pill,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Season of the hunted,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
To Be Called For,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Eyes of Fire,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Close Relations,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Journey's End,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Michael and Mary,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Dull Care,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Reckoning,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Your Highness,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Rolling Road,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hello Again,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
The Long Goodbye,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Six O'Clock News,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Pentagon Wars,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Castles for Two,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fever Pitch,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Jewish Steppe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Another Part of the Forest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Twice Branded,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Arsenic and Old Lace,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
All Things Fall Apart,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Table for Five,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Dennis the Menace Christmas,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Good Behavior,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolves,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Three Lives of Thomasina,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
Nadja,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Blood on the Arrow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Serial,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Scudda Hoo! Scudda Hay!,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Viennese Nights,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trouble Man,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
That Uncertain Feeling,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Welcome to Durham, USA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Victory Through Air Power,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zombie Planet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Prime Gig,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
The Wild and the Innocent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Flying Padre,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Servant,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
High Lonesome,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Is There Life Out There,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Champagne for Caesar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brilliant Lies,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jackass: Number Two,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Final,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
While She Was Out,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Die Kandidaat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Like Mike,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Slam Dance,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Cover Girl Killer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Clean Slate,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
A Sense of Freedom,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
I'd Rather Be Rich,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Zombie High,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Remnants of Auric Healing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
House of America,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hollywood Wives: The New Generation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Air Bud: World Pup,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
American Beauty,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Iron Stair,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jack Armstrong,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mod Squad,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
The House of Temperley,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
All This and World War II,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Opening Night,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Way Back Home,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Green Grass of Wyoming,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Caught Up,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
The Greatest Gift,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dr. Renault's Secret,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
Get Real,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Down from the Mountain,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Three Texas Steers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Scarlet Pinkernel,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
See Jane Date,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Spellbound,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Marrying Kind,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Really Big Shrimp,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Unfinished Sky,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Final Cut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ned Blessing: The True Story of My Life,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Madhouse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncle Tom's Fairy Tales,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Toby Tortoise Returns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La Casa 3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Crazies,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Orion's Cloud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Space Buddies,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Nicholas Nickleby,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Tucker & Dale vs Evil,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Dawn of the Dead,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
Show Business at War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
He's in Again,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Angst,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
White Squall,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Look for the Silver Lining,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Mad Dog Coll,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Wagon Master,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Courageous Heart of Irena Sendler,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
The Fifth-Column Mouse,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
War Requiem,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Breathing Room,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Memories of Me,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
About Last Night,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Rich Man, Poor Man",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Savage Guns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
What Goes Up,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
A Landscape of Lies,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Betty Boop's Big Boss,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Bad Santa,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Laserblast,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Wonderful Ice Cream Suit,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
WWE The Bash,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gumball Rally,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Listen, Darling",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Mega Python vs. Gatoroid,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Our Family Wedding,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
St. Louis Blues,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
How High is Up?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Firm,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Spotswood,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Bad Boy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pals of the Saddle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
In Her Defense,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Deadly Advice,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Color of a Brisk and Leaping Day,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
An Insomniac's Nightmare,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
G,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Woman on the Jury,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Brainsmasher... A Love Story,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marmaduke,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
I Me Wed,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Night Has a Thousand Eyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Making Mr. Right,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Breakin',0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
The Fat Slags,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
It's Alive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rainbow War,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
Chain Letter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Roadkill,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
The Bedford Incident,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Last Exit,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Long Dark Hall,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Robbery,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
The Concorde...Airport '79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Puppet Master: The Legacy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Woman from Hell,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Désirée,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hierankl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"East Side, West Side",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Twonky,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Deadly Mantis,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Buccaneers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
A Killer Within,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Mr. Imperium,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Escape Artist,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
The Unseen,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
That Summer of White Roses,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cake: A Wedding Story,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Feeling Minnesota,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
August Rush,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Why Did I Get Married,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
House Blend,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Second Mrs Tanqueray,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Man of the Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Moment of Truth: Cradle of Conspiracy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
