Title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Musical,Mystery,Romance,Scifi,Short Film,Thriller,Western,fold
A Family Lost,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Baywatch the Movie: Forbidden Paradise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Duel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Find the Lady,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The Naked Truth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Direct Hit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Davy Crockett and the River Pirates,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citizen Mavzik,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Betty Boop's Ups and Downs,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Honky Tonk Freeway,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Til Death Us Do Part,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spanglish,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Morituri,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Nocturne,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Stamp Day for Superman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Screen Souvenirs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Stella Does Tricks,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Perfect Harmony,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,3
Point Blank,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
Loot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Futtock's End,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
You Never Can Tell,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Unhook the Stars,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Twists of Terror,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Truth in Motion,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Shipwrecked Among Cannibals,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Mulholland Falls,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,3
Silent Witness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Beyond Silence,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
Timid Tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pop Rocks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Plastered in Paris,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Calzada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Deadly Sins,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3
Through a Blue Lens,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
National Lampoon's Golf Punks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Halfway House Christmas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Treasure Island,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
"Gambia, The Smiling Coast",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
The Concrete Cowboys,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Androcles and the Lion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Gutterballs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Sgt. Kabukiman N.Y.P.D.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Silent Hill,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Tooth Fairy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Rising Generation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riding on Air,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
The Fighting Sullivans,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Charmkins,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2
The Dancing Fool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
A Note of Triumph: The Golden Age of Norman Corwin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Bad Medicine,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Light and the Sufferer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
The Hellstrom Chronicle,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
The Stolen Airliner,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Triplet Trouble,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2
Misery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
The Four Just Men,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2
Squires of San Quentin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Baby Boy,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Zero Hour,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Hamlet,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
Ash Wednesday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Before Midnight,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
"Abraxas, Guardian of the Universe",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
The 51st State,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Two White Arms,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helping Hands,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
The Killing of John Lennon,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
The Compleat Al,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Skin and Bone,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Crazy, Stupid, Love.",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Suspect,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
Bend of the River,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Kongo,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
Homicide,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,3
Girl in the Headlines,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
Verboten!,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Night Key,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2
Are You in the House Alone?,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2
Since You've Been Gone,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
California Suite,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Sleeping Car,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Secrets,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tom Horn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
You Natzy Spy!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Switch,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Shark!,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Scandal at Scourie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
The Swinger,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cry of the Hunted,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Cheat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Den Brother,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Ghostwood,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
The Duchess,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2
Vampire Secrets,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Lucky Lady,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Raving,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Square Jungle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Levitation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Taking the Blame,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cairo Road,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
Get Crazy,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Man Hunt,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Super Pink,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Uh-Oh!,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alone with Her,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
You'll Like My Mother,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cruel Jaws,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Confessions from the David Galaxy Affair,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Anne of Green Gables,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Northfork,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
The Far Cry,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
My Song Goes Round the World,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
Home Sick,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Late Night Shopping,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Class of 1984,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Wild Wings,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Amazing Journey: The Story of The Who,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bless the Child,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
My Name is Modesty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Blazing Stewardesses,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Which Way Is Up?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Spanish Affair,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
Nightbreaker,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
In the Shadow of the Stars,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Forgetting the Girl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Tornado Glory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
The Citadel,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
The Scholar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
The Stepford Wives,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Into the Blue,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Sorrowful Jones,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Kill The Moonlight,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Honeymoon Horror,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
Born to Peck,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Elvis: That's the Way it Is,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Blast!,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Find the Lady,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lydia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Canon City,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Trespass,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Se Tutte le Donne del Mondo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Story of Stuff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Remember the Day,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
PR Girls,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Personal Best,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
William S. Burroughs: A Man Within,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Nine Hours to Rama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Crude,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Wildflowers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Tom Jones,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Checkpoint,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
The Gay Divorcee,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3
Soul Power,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Telling Lies in America,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1
That Funny Feeling,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Sherlock Holmes in New York,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
The Seven of Daran: Battle of Pareo Rock,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Young Sinners,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Silent Enemy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Face of the Screaming Werewolf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Express,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
The Millionairess,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
The Butchers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Battle of the V-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
All in Good Taste,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Producers,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
How to Rob a Bank,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
My Little Pony: The Movie,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
Smithy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Ghost Writer,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
Your Safety First,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
The Best of Bugs Bunny,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Light Years Away,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
The Light at the Edge of the World,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Eggshells,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Tale of a Dog,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Held Up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Star Trek: The Pepsi Generation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Think Before You Pink,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Forsaking All Others,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
The Crimes of Stephen Hawke,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
Carry On Emmannuelle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Eagleman Stag,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2
"Abbott and Costello Meet the Killer, Boris Karloff",0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
My Gal Sal,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Violent Playground,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
Sniper's Ridge,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Late Edwina Black,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
The Sting II,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
Doing Time for Patsy Cline,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Bells of Rosarita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Stardust,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
"Sorry, Thanks",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Angels Fall,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
Impulse,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Thank You Mask Man,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
The Mark of Cain,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
The Evil Eye,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Love's Unending Legacy,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Niagara Falls,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
BloodRayne,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3
Pure Country,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
The Chicago 8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
My Enemy's Enemy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Wes Craven's New Nightmare,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Magical Death,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Trick Or Treats,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Free Jimmy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
American Zeitgeist,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Heat and Sunlight,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Shakedown: Return of the Sontarans,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
The Da Vinci Treasure,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3
Who Goes Next?,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bulworth,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Totally Bill Hicks,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Gloria,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Violet & Daisy,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Gold Diggers of 1935,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
My Brother the Pig,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Rendition,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
The Mississippi Gambler,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Skyscraper Souls,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Albert RN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Taking Chances,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mackenna's Gold,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Arkansas Judge,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Follow That Camel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48 Hrs.,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2
I'll be Seeing You,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2
Tales of Manhattan,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Livin' It,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Excuse My Dust,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
First Knight,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,2
Her Younger Sister,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
Martin Lawrence Live: Runteldat,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
City of Angels,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2
The Christmas Raccoons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Code of Silence,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
The Acid House,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
Multiple Sidosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Porky in Egypt,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2
The Sundowners,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Painted Lady,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
Sunny,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Stuart Little 2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2
Snow Cake,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Scary Movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Crime,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3
Lethal Weapon,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Wide-Eyed and Legless,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,3
An Angel at My Table,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Take This Woman,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mommie Dearest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Walking Tall Part 2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
On Native Soil,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Bulldog Drummond Comes Back,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Cherished,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Under the Radar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
We Give Pink Stamps,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ghost Dog: The Way of the Samurai,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
Indictment: The McMartin Trial,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Broken Threads,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hollywood Shuffle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Happy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
Big Sur,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Reckless,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
Suzanna,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kickboxer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Romasanta,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Suspense,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Soupçons,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
The Doctor's Dilemma,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Phantom,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Wonder Woman,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Psycho,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Antitrust,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
The Same River Twice,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
An Officer and a Car Salesman,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
The Killing Time,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
I Love Luci,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Newton Boys,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,3
The Baader Meinhof Complex,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Tummy Trouble,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Celebration Family,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Coming Soon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The Pink Blueprint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
The Secret Tent,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Windjammer,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2
The Last Remake of Beau Geste,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Last Best Year,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ultrachrist!,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Discoveries,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bukowski,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Night Life,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Who's Your Caddy?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Satan Met a Lady,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2
Who Is Clark Rockefeller?,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
Top of the Form,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dead End,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Other People's Money,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Samurai Girl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Room 6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I Could Never Be Your Woman,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Gold Mine in the Sky,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Anima,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
In Caliente,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
It's Love Again,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
The Benny Goodman Story,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
